"","protein_external_id","preferred_name","protein_size","annotation","refseq_peptide","GeneID","UniqueNAME"
"11379","9606.ENSP00000361418","IPO13",963,"Importin-13; Functions in nuclear protein import as nuclear transport receptor. Serves as receptor for nuclear localization signals (NLS) in cargo substrates. Is thought to mediate docking of the importin/substrate complex to the nuclear pore complex (NPC) through binding to nucleoporin and the complex is subsequently translocated through the pore by an energy requiring, Ran- dependent mechanism. At the nucleoplasmic side of the NPC, Ran binds to the importin, the importin/substrate complex dissociates and importin is re-exported from the nucleus to the cytoplasm where GTP hydrolysis r [...] ","ENSP00000361418","KH2013:KH.L171.15","IPO13"
"22931","9606.ENSP00000261205","SYT1",422,"Synaptotagmin-1; May have a regulatory role in the membrane interactions during trafficking of synaptic vesicles at the active zone of the synapse. It binds acidic phospholipids with a specificity that requires the presence of both an acidic head group and a diacyl backbone. A Ca(2+)-dependent interaction between synaptotagmin and putative receptors for activated protein kinase C has also been reported. It can bind to at least three additional proteins in a Ca(2+)-independent manner; these are neurexins, syntaxin and AP2. Plays a role in dendrite formation by melanocytes; Synaptotagmins","ENSP00000261205","KH2013:KH.L171.17","SYT1/9"
"71431","9606.ENSP00000324419","SYT9",491,"Synaptotagmin-9; May be involved in Ca(2+)-dependent exocytosis of secretory vesicles through Ca(2+) and phospholipid binding to the C2 domain or may serve as Ca(2+) sensors in the process of vesicular trafficking and exocytosis; Synaptotagmins","ENSP00000324419","KH2013:KH.L171.17","SYT1/9"
"757","9606.ENSP00000224862","FBXL15",300,"F-box/LRR-repeat protein 15; Substrate recognition component of a SCF (SKP1-CUL1-F- box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of SMURF1, thereby acting as a positive regulator of the BMP signaling pathway. Required for dorsal/ventral pattern formation and bone mass maintenance. Also mediates ubiquitination of SMURF2 and WWP2; F-box and leucine rich repeat proteins","ENSP00000224862","KH2013:KH.L171.11","FBXL15"
"11920","9606.ENSP00000363988","ALDOB",364,"Aldolase, fructose-bisphosphate B","ENSP00000363988","KH2013:KH.L170.47","ALDOB"
"422","9606.ENSP00000216479","AHSA1",338,"Activator of 90 kDa heat shock protein ATPase homolog 1; Acts as a co-chaperone of HSP90AA1. Activates the ATPase activity of HSP90AA1 leading to increase in its chaperone activity. Competes with the inhibitory co-chaperone FNIP1 for binding to HSP90AA1, thereby providing a reciprocal regulatory mechanism for chaperoning of client proteins","ENSP00000216479","KH2013:KH.L170.92","AHSA1/2"
"13733","9606.ENSP00000377970","AHSA2",137,"Activator of 90 kDa heat shock protein ATPase homolog 2; Co-chaperone that stimulates HSP90 ATPase activity","ENSP00000377970","KH2013:KH.L170.92","AHSA1/2"
"10071","9606.ENSP00000355140","HOXB1",301,"Homeobox protein Hox-B1; Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Acts on the anterior body structures; HOXL subclass homeoboxes","ENSP00000355140","KH2013:KH.L171.16","HOXB1"
"6084","9606.ENSP00000310723","DDX23",820,"Probable ATP-dependent RNA helicase DDX23; Involved in pre-mRNA splicing and its phosphorylated form (by SRPK2) is required for spliceosomal B complex formation; DEAD-box helicases","ENSP00000310723","KH2013:KH.L171.3","DDX23"
"10873","9606.ENSP00000358896","AS3MT",375,"Arsenite methyltransferase; Catalyzes the transfer of a methyl group from AdoMet to trivalent arsenicals producing methylated and dimethylated arsenicals. It methylates arsenite to form methylarsonate, Me- AsO(3)H(2), which is reduced by methylarsonate reductase to methylarsonite, Me-As(OH)2. Methylarsonite is also a substrate and it is converted into the much less toxic compound dimethylarsinate (cacodylate), Me(2)As(O)-OH (By similarity); Belongs to the methyltransferase superfamily. Arsenite methyltransferase family","ENSP00000358896","KH2013:KH.L172.21","AS3MT"
"989","9606.ENSP00000231420","AGXT2",514,"Alanine--glyoxylate aminotransferase 2, mitochondrial; Can metabolize asymmetric dimethylarginine (ADMA) via transamination to alpha-keto-delta-(NN-dimethylguanidino) valeric acid (DMGV). ADMA is a potent inhibitor of nitric-oxide (NO) synthase, and this activity provides mechanism through which the kidney regulates blood pressure; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family","ENSP00000231420","KH2013:KH.L172.10","AGXT2"
"13091","9606.ENSP00000371451","DNAJC21",576,"DnaJ homolog subfamily C member 21; May act as a co-chaperone for HSP70. May play a role in ribosomal RNA (rRNA) biogenesis, possibly in the maturation of the 60S subunit. Binds the precursor 45S rRNA; DNAJ heat shock proteins","ENSP00000371451","KH2013:KH.L172.29","DNAJC21"
"8184","9606.ENSP00000336741","DHX15",795,"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15; Pre-mRNA processing factor involved in disassembly of spliceosomes after the release of mature mRNA. In cooperation with TFIP11 seem to be involved in the transition of the U2, U5 and U6 snRNP-containing IL complex to the snRNP-free IS complex leading to efficient debranching and turnover of excised introns; Belongs to the DEAD box helicase family. DEAH subfamily. DDX15/PRP43 sub-subfamily","ENSP00000336741","KH2013:KH.L172.32","DHX15"
"2058","9606.ENSP00000258106","EMX1",290,"Homeobox protein EMX1; Transcription factor, which in cooperation with EMX2, acts to generate the boundary between the roof and archipallium in the developing brain. May function in combinations with OTX1/2 to specify cell fates in the developing central nervous system","ENSP00000258106","KH2013:KH.L172.23","EMX1/2"
"17791","9606.ENSP00000450962","EMX2",252,"Homeobox protein EMX2; Transcription factor, which in cooperation with EMX2, acts to generate the boundary between the roof and archipallium in the developing brain. May function in combinations with OTX1/2 to specify cell fates in the developing central nervous system","ENSP00000450962","KH2013:KH.L172.23","EMX1/2"
"17437","9606.ENSP00000441214","USP36",1123,"Ubiquitin carboxyl-terminal hydrolase 36; May be required for maintaining multiple types of adult stem cells. May function as a transcriptional repressor by continually deubiquiting histone H2B at the promoters of genes critical for cellular differentiation, thereby preventing histone H3 'Lys-4' trimethylation (H3K4) (By similarity); Belongs to the peptidase C19 family","ENSP00000441214","KH2013:KH.L172.13","USP36"
"1050","9606.ENSP00000233615","WBP1",269,"WW domain binding protein 1; WBP1/VOPP1 family","ENSP00000233615","KH2013:KH.L172.27","WBP1"
"3111","9606.ENSP00000265849","PMS2",862,"Mismatch repair endonuclease PMS2; Component of the post-replicative DNA mismatch repair system (MMR). Heterodimerizes with MLH1 to form MutL alpha. DNA repair is initiated by MutS alpha (MSH2-MSH6) or MutS beta (MSH2- MSH6) binding to a dsDNA mismatch, then MutL alpha is recruited to the heteroduplex. Assembly of the MutL-MutS-heteroduplex ternary complex in presence of RFC and PCNA is sufficient to activate endonuclease activity of PMS2. It introduces single-strand breaks near the mismatch and thus generates new entry points for the exonuclease EXO1 to degrade the strand containing t [...] ","ENSP00000265849","KH2013:KH.L172.8","PMS1/2"
"158751","9606.ENSP00000406490","PMS1",932,"PMS1 protein homolog 1; Probably involved in the repair of mismatches in DNA","ENSP00000406490","KH2013:KH.L172.8","PMS1/2"
"15874","9606.ENSP00000250416","PARP2",583,"Poly [ADP-ribose] polymerase 2; Involved in the base excision repair (BER) pathway, by catalyzing the poly(ADP-ribosyl)ation of a limited number of acceptor proteins involved in chromatin architecture and in DNA metabolism. This modification follows DNA damages and appears as an obligatory step in a detection/signaling pathway leading to the reparation of DNA strand breaks. Mediates serine ADP-ribosylation of target proteins following interaction with HPF1; HPF1 conferring serine specificity; Poly(ADP-ribose) polymerases","ENSP00000250416","KH2013:KH.L172.22","PARP2/3"
"14310","9606.ENSP00000381740","PARP3",540,"Poly [ADP-ribose] polymerase 3; Involved in the base excision repair (BER) pathway, by catalyzing the poly(ADP-ribosyl)ation of a limited number of acceptor proteins involved in chromatin architecture and in DNA metabolism. This modification follows DNA damages and appears as an obligatory step in a detection/signaling pathway leading to the reparation of DNA strand breaks. May link the DNA damage surveillance network to the mitotic fidelity checkpoint. Negatively influences the G1/S cell cycle progression without interfering with centrosome duplication. Binds DNA. May be involved in t [...] ","ENSP00000381740","KH2013:KH.L172.22","PARP2/3"
"15908","9606.ENSP00000407487","UNC45A",944,"Protein unc-45 homolog A; Acts as co-chaperone for HSP90. Prevents the stimulation of HSP90AB1 ATPase activity by AHSA1. Positive factor in promoting PGR function in the cell. May be necessary for proper folding of myosin (Potential). Necessary for normal cell proliferation. Necessary for normal myotube formation and myosin accumulation during muscle cell development. May play a role in erythropoiesis in stroma cells in the spleen (By similarity); Armadillo-like helical domain containing","ENSP00000407487","KH2013:KH.L17.2","UNC45A"
"4253","9606.ENSP00000289104","MRAS",208,"Ras-related protein M-Ras; May serve as an important signal transducer for a novel upstream stimuli in controlling cell proliferation. Weakly activates the MAP kinase pathway; Belongs to the small GTPase superfamily. Ras family","ENSP00000289104","KH2013:KH.L172.2","MRAS"
"8944","9606.ENSP00000345083","MAP2K3",347,"Dual specificity mitogen-activated protein kinase kinase 3; Dual specificity kinase. Is activated by cytokines and environmental stress in vivo. Catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in the MAP kinase p38. Part of a signaling cascade that begins with the activation of the adrenergic receptor ADRA1B and leads to the activation of MAPK14; Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase subfamily","ENSP00000345083","KH2013:KH.L172.1","MAP2K3/6"
"18333","9606.ENSP00000468348","MAP2K6",334,"Dual specificity mitogen-activated protein kinase kinase 6; Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. With MAP3K3/MKK3, catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in the MAP kinases p38 MAPK11, MAPK12, MAPK13 and MAPK14 and plays an important role in the regulation of cellular responses to cytokines and all kinds of stresses. Especially, MAP2K3/MKK3 and MAP2K6/MKK6 are both essential for the activation of MAPK11 and MAPK13 induced by environmental stress, whereas MAP2K6/MKK6 i [...] ","ENSP00000468348","KH2013:KH.L172.1","MAP2K3/6"
"7292","9606.ENSP00000326261","SRRM1",904,"Serine/arginine repetitive matrix protein 1; Part of pre- and post-splicing multiprotein mRNP complexes. Involved in numerous pre-mRNA processing events. Promotes constitutive and exonic splicing enhancer (ESE)-dependent splicing activation by bridging together sequence-specific (SR family proteins, SFRS4, SFRS5 and TRA2B/SFRS10) and basal snRNP (SNRP70 and SNRPA1) factors of the spliceosome. Stimulates mRNA 3'-end cleavage independently of the formation of an exon junction complex. Binds both pre-mRNA and spliced mRNA 20-25 nt upstream of exon-exon junctions. Binds RNA and DNA with lo [...] ","ENSP00000326261","KH2013:KH.L172.31","SRRM1"
"5611","9606.ENSP00000305699","HOOK3",718,"Protein Hook homolog 3; Probably serves as a target for the spiC protein from Salmonella typhimurium, which inactivates it, leading to a strong alteration in cellular trafficking (By similarity). Component of the FTS/Hook/FHIP complex (FHF complex). The FHF complex may function to promote vesicle trafficking and/or fusion via the homotypic vesicular protein sorting complex (the HOPS complex). May regulate clearance of endocytosed receptors such as MSR1. Participates in defining the architecture and localization of the Golgi complex. Acts as an adapter protein linking the dynein motor c [...] ","ENSP00000305699","KH2013:KH.L172.17","HOOK1/2/3"
"11153","9606.ENSP00000360252","HOOK1",728,"Protein Hook homolog 1; Required for spermatid differentiation. Probably involved in the positioning of the microtubules of the manchette and the flagellum in relation to the membrane skeleton (By similarity). Component of the FTS/Hook/FHIP complex (FHF complex). The FHF complex may function to promote vesicle trafficking and/or fusion via the homotypic vesicular protein sorting complex (the HOPS complex)","ENSP00000360252","KH2013:KH.L172.17","HOOK1/2/3"
"14168","9606.ENSP00000380785","HOOK2",719,"Protein Hook homolog 2; Component of the FTS/Hook/FHIP complex (FHF complex). The FHF complex may function to promote vesicle trafficking and/or fusion via the homotypic vesicular protein sorting complex (the HOPS complex). Contributes to the establishment and maintenance of centrosome function. May function in the positioning or formation of aggresomes, which are pericentriolar accumulations of misfolded proteins, proteasomes and chaperones","ENSP00000380785","KH2013:KH.L172.17","HOOK1/2/3"
