"","refseq_peptide","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide_predicted","protein_external_id","preferred_name","protein_size","annotation"
"2958","","ENSCING00000008070","ENSCINT00000016502","","XP_002131823","7719.XP_002131823.1","XP_002131823.1",185,"Trafficking protein particle complex subunit 5-like"
"2959","","ENSCING00000006618","ENSCINT00000013589","","XP_002131828","7719.XP_002131828.1","XP_002131828.1",512,"Uncharacterized protein LOC100176117"
"2960","","ENSCING00000024410","ENSCINT00000032153","","XP_002131829","7719.XP_002131829.1","XP_002131829.1",196,"Uncharacterized protein LOC100187089"
"2961","","ENSCING00000003869","ENSCINT00000007984","","XP_002131839","7719.XP_002131839.1","XP_002131839.1",189,"ADP-ribosylation factor 6-like; Belongs to the small GTPase superfamily. Arf family"
"2962","","ENSCING00000006877","ENSCINT00000014129","","XP_002131850","7719.XP_002131850.1","XP_002131850.1",186,"TM2 domain-containing protein 1-like"
"2963","","ENSCING00000014118","ENSCINT00000004842","","XP_002131861","7719.XP_002131861.1","XP_002131861.1",262,"Proliferating cell nuclear antigen; This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand"
"2964","","ENSCING00000006900","ENSCINT00000014179","","XP_002131862","7719.XP_002131862.1","XP_002131862.1",581,"IQ calmodulin-binding motif-containing protein 1"
"2965","","ENSCING00000010022","ENSCINT00000020142","","XP_002131864","7719.XP_002131864.1","XP_002131864.1",181,"Uncharacterized protein LOC100181492"
"2966","","ENSCING00000002374","ENSCINT00000004865","","XP_002131865","7719.XP_002131865.1","XP_002131865.1",395,"Chitinase domain-containing protein 1"
"2967","","ENSCING00000007561","ENSCINT00000015490","","XP_002131874","7719.XP_002131874.1","XP_002131874.1",183,"NEDD8-conjugating enzyme Ubc12-like; Belongs to the ubiquitin-conjugating enzyme family"
"2968","","ENSCING00000013268","ENSCINT00000024681","","XP_002131875","7719.XP_002131875.1","XP_002131875.1",171,"Swi5-dependent recombination DNA repair protein 1 homolog"
"2969","","ENSCING00000005917","ENSCINT00000012212","","XP_002131877","7719.XP_002131877.1","acox2",671,"Peroxisomal acyl-coenzyme A oxidase 2; Belongs to the acyl-CoA oxidase family"
"2970","","ENSCING00000004591","ENSCINT00000009476","","XP_002131885","7719.XP_002131885.1","XP_002131885.1",1106,"PAS domain-containing serine/threonine-protein kinase"
"2971","","ENSCING00000018955","ENSCINT00000034745","","XP_002131888","7719.XP_002131888.1","XP_002131888.1",82,"Costars family protein ABRACL-like"
"2972","","ENSCING00000025107","ENSCINT00000035061","","XP_002131890","7719.XP_002131890.1","XP_002131890.1",132,"Golgin subfamily A member 7"
"2973","","ENSCING00000013691","ENSCINT00000025286","","XP_002131897","7719.XP_002131897.1","XP_002131897.1",440,"UPF0536 protein C12orf66 homolog"
"2974","","ENSCING00000019163","ENSCINT00000030493","","XP_002131908","7719.XP_002131908.1","XP_002131908.1",160,"Uncharacterized protein LOC100186404"
"2975","","ENSCING00000012468","ENSCINT00000023499","","XP_002131910","7719.XP_002131910.1","XP_002131910.1",225,"Polyadenylate-binding protein 2-like"
"2976","","ENSCING00000006625","ENSCINT00000013597","","XP_002131911","7719.XP_002131911.1","XP_002131911.1",217,"Uncharacterized protein LOC100179252"
"2977","","ENSCING00000014452","ENSCINT00000026385","","XP_002131925","7719.XP_002131925.1","XP_002131925.1",106,"60S ribosomal protein L44; Belongs to the eukaryotic ribosomal protein eL42 family"
"2978","","ENSCING00000002184","ENSCINT00000004456","","XP_002131928","7719.XP_002131928.1","XP_002131928.1",488,"Uncharacterized protein LOC100177472"
"2979","","ENSCING00000008980","ENSCINT00000018234","","XP_002131935","7719.XP_002131935.1","XP_002131935.1",218,"Uncharacterized protein LOC100178751"
"2980","","ENSCING00000009153","ENSCINT00000018593","","XP_002131938","7719.XP_002131938.1","XP_002131938.1",202,"Anaphase-promoting complex subunit 10; Component of the anaphase promoting complex/cyclosome (APC/C), a cell cycle-regulated E3 ubiquitin-protein ligase complex that controls progression through mitosis and the G1 phase of the cell cycle"
"2981","","ENSCING00000010008","ENSCINT00000024774","","XP_002131940","7719.XP_002131940.1","XP_002131940.1",404,"Uncharacterized protein LOC100175343 isoform X1"
"2982","","ENSCING00000014116","ENSCINT00000025918","","XP_002131943","7719.XP_002131943.1","XP_002131943.1",325,"Ester hydrolase C11orf54 homolog"
"2983","","ENSCING00000013198","ENSCINT00000024564","","XP_002131955","7719.XP_002131955.1","XP_002131955.1",181,"Uncharacterized protein LOC100187352"
"2984","","ENSCING00000011390","ENSCINT00000022032","","XP_002131965","7719.XP_002131965.1","XP_002131965.1",177,"Signal peptidase complex subunit 3-like isoform X1"
"2985","","ENSCING00000007326","ENSCINT00000015047","","XP_002131966","7719.XP_002131966.1","XP_002131966.1",432,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial; GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit"
"2986","","ENSCING00000013269","ENSCINT00000024682","","XP_002131970","7719.XP_002131970.1","XP_002131970.1",154,"Bis(5'-adenosyl)-triphosphatase-like"
"2987","","ENSCING00000007560","ENSCINT00000015488","","XP_002131974","7719.XP_002131974.1","XP_002131974.1",375,"Betaine--homocysteine S-methyltransferase 1-like"
"2988","","ENSCING00000009954","ENSCINT00000020074","","XP_002131979","7719.XP_002131979.1","XP_002131979.1",292,"Uncharacterized protein LOC100182565"
"2989","","ENSCING00000013273","ENSCINT00000024686","","XP_002131997","7719.XP_002131997.1","XP_002131997.1",664,"Uncharacterized protein LOC100186143"
"2990","","ENSCING00000008988","ENSCINT00000018243","","XP_002131998","7719.XP_002131998.1","XP_002131998.1",403,"dnaJ homolog subfamily A member 1-like"
"2991","","ENSCING00000014876","ENSCINT00000026957","","XP_002132010","7719.XP_002132010.1","XP_002132010.1",202,"U8 snoRNA-decapping enzyme-like"
"2992","","ENSCING00000018311","ENSCINT00000036874","","XP_002132021","7719.XP_002132021.2","XP_002132021.2",325,"Zinc transporter ZIP11-like"
"2993","","ENSCING00000003504","ENSCINT00000007181","","XP_002132023","7719.XP_002132023.2","XP_002132023.2",249,"Cytosolic sulfotransferase 5-like; Belongs to the sulfotransferase 1 family"
"2994","","ENSCING00000007941","ENSCINT00000016247","","XP_002132029","7719.XP_002132029.1","XP_002132029.1",592,"Transmembrane protein 209; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 61 ESTs, 2 Proteins, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"
"2995","","ENSCING00000006731","ENSCINT00000013831","","XP_002132034","7719.XP_002132034.1","rpl3",411,"60S ribosomal protein L3"
"2996","","ENSCING00000007945","ENSCINT00000016254","","XP_002132035","7719.XP_002132035.1","XP_002132035.1",192,"F-box only protein 36-like"
"2997","","ENSCING00000009510","ENSCINT00000019371","","XP_002132038","7719.XP_002132038.1","XP_002132038.1",350,"Uncharacterized protein LOC100178472"
"2998","","ENSCING00000006125","ENSCINT00000012660","","XP_002132052","7719.XP_002132052.2","XP_002132052.2",378,"Actin, muscle"
"2999","","ENSCING00000012638","ENSCINT00000014519","","XP_002132052","7719.XP_002132052.2","XP_002132052.2",378,"Actin, muscle"
"3000","","ENSCING00000001377","ENSCINT00000002686","","XP_002132052","7719.XP_002132052.2","XP_002132052.2",378,"Actin, muscle"
"3001","","ENSCING00000005165","ENSCINT00000022037","","XP_002132053","7719.XP_002132053.1","XP_002132053.1",618,"RING finger protein 219 isoform X1"
"3002","","ENSCING00000019654","ENSCINT00000031767","","XP_002132054","7719.XP_002132054.1","XP_002132054.1",367,"Uncharacterized protein LOC100184533"
"3003","","ENSCING00000009508","ENSCINT00000002021","","XP_002132056","7719.XP_002132056.1","XP_002132056.1",420,"26S proteasome non-ATPase regulatory subunit 11"
"3004","","ENSCING00000007557","ENSCINT00000015483","","XP_002132059","7719.XP_002132059.1","XP_002132059.1",341,"Uncharacterized protein LOC100175813"
"3005","","ENSCING00000019500","ENSCINT00000036949","","XP_002132062","7719.XP_002132062.1","XP_002132062.1",176,"Uncharacterized protein LOC100186279"
"3006","","ENSCING00000005166","ENSCINT00000010644","","XP_002132063","7719.XP_002132063.1","XP_002132063.1",371,"Ras-related GTP-binding protein C; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 159 ESTs, 15 Proteins, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 13 samples with support for all annotated introns"
"3007","","ENSCING00000024053","ENSCINT00000031719","","XP_002132066","7719.XP_002132066.1","XP_002132066.1",920,"Exosome complex exonuclease RRP44-like; Belongs to the RNR ribonuclease family"
"3008","","ENSCING00000007946","ENSCINT00000016256","","XP_002132081","7719.XP_002132081.1","XP_002132081.1",251,"Proteasome endopeptidase complex; Proteasome subunit alpha type-3-like; Belongs to the peptidase T1A family"
"3009","","ENSCING00000001257","ENSCINT00000002438","","XP_002132082","7719.XP_002132082.1","XP_002132082.1",343,"dnaJ homolog subfamily C member 25-like"
"3010","","ENSCING00000011397","ENSCINT00000022039","","XP_002132087","7719.XP_002132087.1","XP_002132087.1",389,"Transcription termination factor 3, mitochondrial"
"3011","","ENSCING00000005184","ENSCINT00000010656","","XP_002132089","7719.XP_002132089.1","XP_002132089.1",303,"Mitochondrial ornithine transporter 1; Belongs to the mitochondrial carrier (TC 2.A.29) family"
"3012","","ENSCING00000001267","ENSCINT00000002485","","XP_002132093","7719.XP_002132093.1","XP_002132093.1",322,"Cytosolic Fe-S cluster assembly factor NUBP1 homolog; Component of the cytosolic iron-sulfur (Fe/S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NUBP1-NUBP2 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins; Belongs to the Mrp/NBP35 ATP-binding proteins family. NUBP1/NBP35 subfamily"
"3013","","ENSCING00000009506","ENSCINT00000019355","","XP_002132094","7719.XP_002132094.1","XP_002132094.1",208,"Calcyphosin-like protein"
"3014","","ENSCING00000021075","ENSCINT00000035909","","XP_002132097","7719.XP_002132097.1","XP_002132097.1",127,"NHP2-like protein 1"
"3015","","ENSCING00000011346","ENSCINT00000021964","","XP_002132098","7719.XP_002132098.1","XP_002132098.1",200,"Protein PXR1-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 2 ESTs, and 91% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"
"3016","","ENSCING00000013701","ENSCINT00000025299","","XP_002132101","7719.XP_002132101.1","XP_002132101.1",227,"Uncharacterized protein LOC100182085 isoform X1"
"3017","","ENSCING00000012553","ENSCINT00000023630","","XP_002132105","7719.XP_002132105.1","XP_002132105.1",293,"Coiled-coil domain-containing protein 166-like"
"3018","","ENSCING00000009017","ENSCINT00000018314","","XP_002132107","7719.XP_002132107.1","XP_002132107.1",270,"Proteasome subunit beta type; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 3 mRNAs, 223 ESTs, 12 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 20 samples with support for all annotated introns"
"3019","","ENSCING00000007852","ENSCINT00000016065","","XP_002132111","7719.XP_002132111.1","XP_002132111.1",571,"Protein DENND6A"
"3020","","ENSCING00000022491","ENSCINT00000036018","","XP_002132118","7719.XP_002132118.1","XP_002132118.1",126,"Vesicle-associated membrane protein 4-like"
"3021","","ENSCING00000011396","ENSCINT00000022038","","XP_002132119","7719.XP_002132119.1","XP_002132119.1",474,"Spermine oxidase-like"
"3022","","ENSCING00000013340","ENSCINT00000024784","","XP_002132123","7719.XP_002132123.1","XP_002132123.1",74,"Serine protease inhibitor Kazal-type 1-like; Pancreatic secretory trypsin inhibitor-like"
"3023","","ENSCING00000018667","ENSCINT00000035659","","XP_002132130","7719.XP_002132130.1","XP_002132130.1",389,"Uncharacterized protein LOC100181283"
"3024","","ENSCING00000006699","ENSCINT00000013736","","XP_002132132","7719.XP_002132132.1","XP_002132132.1",663,"Uncharacterized protein LOC100178581"
"3025","","ENSCING00000011345","ENSCINT00000021963","","XP_002132134","7719.XP_002132134.1","XP_002132134.1",585,"Uncharacterized protein LOC100180193"
"3026","","ENSCING00000006698","ENSCINT00000013733","","XP_002132136","7719.XP_002132136.1","XP_002132136.1",213,"Thioredoxin-like protein AAED1"
"3027","","ENSCING00000005185","ENSCINT00000010673","","XP_002132137","7719.XP_002132137.1","XP_002132137.1",570,"Probable ATP-dependent RNA helicase DDX56"
"3028","","ENSCING00000006696","ENSCINT00000013732","","XP_002132140","7719.XP_002132140.1","XP_002132140.1",208,"Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3-like"
"3029","","ENSCING00000006692","ENSCINT00000013727","","XP_002132143","7719.XP_002132143.1","XP_002132143.1",482,"BUD13 homolog isoform X1"
"3030","","ENSCING00000009942","ENSCINT00000020062","","XP_002132146","7719.XP_002132146.1","XP_002132146.1",165,"Epithelial membrane protein 2"
"3031","","ENSCING00000022239","ENSCINT00000031746","","XP_002132150","7719.XP_002132150.1","XP_002132150.1",250,"Uncharacterized protein LOC100185800; Tropinone reductase homolog At1g07440"
"3032","","ENSCING00000012726","ENSCINT00000023868","","XP_002132152","7719.XP_002132152.1","XP_002132152.1",258,"Uncharacterized protein C11orf70 homolog"
"3033","","ENSCING00000012809","ENSCINT00000024006","","XP_002132175","7719.XP_002132175.1","XP_002132175.1",307,"Protein YIF1B-like"
"3034","","ENSCING00000006778","ENSCINT00000013918","","XP_002132177","7719.XP_002132177.1","XP_002132177.1",437,"Zinc finger MYND domain-containing protein 10-like"
"3035","","ENSCING00000012817","ENSCINT00000024017","","XP_002132183","7719.XP_002132183.1","XP_002132183.1",313,"Retinol dehydrogenase 12-like isoform X1"
"3036","","ENSCING00000006745","ENSCINT00000013843","","XP_002132184","7719.XP_002132184.1","XP_002132184.1",383,"ELMO domain-containing protein 3"
"3037","","ENSCING00000009490","ENSCINT00000019321","","XP_002132185","7719.XP_002132185.1","XP_002132185.1",266,"Uncharacterized protein LOC100187240"
"3038","","ENSCING00000006742","ENSCINT00000013842","","XP_002132186","7719.XP_002132186.2","XP_002132186.2",716,"Uncharacterized protein LOC100180999"
